0,2093,4319,4774,288,896,2516,13,2093,4319,4774,288,5,57,896,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,407,68,164,383,37,7,407,0,877,1327,215,97,262,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,25105,2444,943,4893,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,23,2133,7,2200,31,2820,0,66,1108,0,40741,4,59,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,12126,4,5,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,28340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,46,995,18,39,4650,6,13,40741,172,46,995,826,39,4650,124,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,228,1261,0,1286,86,40741,27,1778,192,80,8,16137,741,14,23,1094,2934,40,0,0,0,0,0,0,0,0,0,0,0,0,
0,3584,47,368,2304,801,102,0,2423,1341,132,40741,4230,32,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,302,45,0,3488,206,47,29803,1369,40741,20035,4829,279,40741,19183,7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,53,401,0,173,14,1173,9086,1144,5,187,8781,1877,1,56,40741,4969,0,40741,752,0,0,0,0,0,0,0,0,0,0,0,
3,13,204,2,342,2476,6,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,31,536,68,973,233,17,253,31,92,3015,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,35,1127,3872,82,28,2003,5123,544,47,40741,1369,2003,438,5720,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1231,0,14,352,69,40741,816,181,792,3,40741,0,57,20632,40741,189,24,5766,0,0,0,0,0,0,0,0,0,0,0,0,
0,23,2126,29,223,0,10779,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,40741,44,27,1145,5077,894,27,40741,25967,40741,5077,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,193,119,0,10,99,1,43,3867,0,7478,1876,54,32,7220,479,40741,167,120,193,214,0,0,0,0,0,0,0,0,0,0,
3,690,14771,845,2,941,8369,15,344,65,509,30,1576,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,27,1363,29,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,11954,773,82,216,91,438,773,14,2167,2023,82,67,61,12,21,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,81,321,40741,18,4222,6,1,7,3467,268,16778,3,601,1355,611,86,15919,0,0,0,0,0,0,0,0,0,0,0,0,
2,127,1,46,997,40741,1,46,0,4415,2,133,33,1035,139,191,58,24993,10,54,12,0,0,0,0,0,0,0,0,0,0,
3,40741,3226,337,206,1027,1149,340,349,1264,619,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,706,4297,4739,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,0,1166,2,5,19,40741,37852,32,8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,7090,2,5,8,988,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,384,35200,190,55,111,1,272,312,15576,4705,43,488,977,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,209,40741,5446,40741,16,280,377,1544,63,233,5694,4,5,1958,25,290,40741,31,23,40741,0,0,0,0,0,0,0,0,0,0,
3,1007,147,1092,0,663,38621,284,934,1711,2,5,350,15,12,21,58,147,1092,0,0,0,0,0,0,0,0,0,0,0,0,
1,13,575,40741,40741,40741,64,299,0,386,198,0,1881,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,27418,13,61,1,2,1410,364,110,72,0,177,29,33,881,139,266,139,11,60,0,0,0,0,0,0,0,0,0,0,0,
0,324,348,34,18,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4,34,21,148,1434,40741,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,129,125,90,4465,2176,167,2631,11,6,6391,1475,0,2450,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4281,85,8178,3,3481,4281,85,8178,3,77,16,828,3026,2460,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,38,984,215,138,183,229,87,161,2767,14915,366,31,3,1,272,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,18109,52,6430,89,0,7936,1,2,538,6430,555,2,18109,0,1,0,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2628,3877,810,16539,0,380,40741,7857,4,251,31191,40741,1522,4,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,440,47,56,1,41,1922,35591,30180,0,1309,9278,16315,152,839,210,188,55,47,0,0,0,0,0,0,0,0,0,0,0,0,
4,40741,3188,7914,17,58,40741,270,431,5,263,0,6,14,210,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,40741,4,5255,6,306,414,1,0,40741,83,6758,29,67,426,104,3,5255,13,12,0,0,0,0,0,0,0,0,0,0,0,
4,47,138,190,25054,36,749,242,40741,40741,2511,9884,187,40741,1309,3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,546,1103,16335,9945,1142,1246,44,470,3705,28016,0,2,617,9537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,516,304,12,8204,644,40741,3248,522,131,516,2,22,4436,1664,26,0,22,17447,0,0,0,0,0,0,0,0,0,0,0,0,
1,6568,858,39,5,10,192,5475,1492,23,6568,60,252,442,8595,1087,721,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,2,7396,5,2,40741,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,148,2039,2100,40741,0,9,589,70,74,3,40741,15,220,2634,3,148,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2005,31,40741,0,16476,4,882,37963,74,0,6,904,192,4,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,750,68,40741,0,1481,92,6533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1050,18,201,40714,6722,6,131,156,118,87,83,2377,31,23,40741,413,1,218,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,2511,0,454,75,40741,723,13,5,164,17,790,31,239,1,81,2057,0,5369,0,0,0,0,0,0,0,0,0,0,
1,16534,2267,1296,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,3961,26561,3617,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,19,117,40741,2772,37,6041,26,4,81,14,68,4,9790,0,577,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,13,114,158,14937,64,114,4,5,278,1,11,1,289,104,194,33,976,19600,5525,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,24,677,85,410,0,8980,2406,1096,56,1,13730,61,40741,0,389,10672,0,0,0,0,0,0,0,0,0,0,0,0,
3,620,8958,30738,4,549,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,44,3,285,340,40741,206,2008,1618,1986,358,40741,279,20335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,11564,11,4586,2482,32,48,1,2,4586,318,106,2,4586,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1159,50,4,3544,12526,1159,3056,50,4,40741,0,12526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4368,39287,40741,5,153,4368,39287,2,27289,333,7984,73,40741,40741,5,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,227,8140,6790,16987,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,12249,866,211,147,5,1300,3,235,4,185,1811,7085,1,26,12,30,381,525,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,2165,0,1179,898,1,15,12,152,5595,37,2400,0,402,898,152,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4533,4344,2112,342,113,18,132,1,814,2162,1063,251,4344,2112,14895,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,19,1,0,2292,93,5386,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,35,6346,652,78,409,89,22,637,104,0,165,15,12,1294,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,171,1398,406,1769,2705,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,34,21,40741,794,270,2,4,40741,104,196,48,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,139,32730,4137,65,18,2167,5,269,246,225,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,111,111,111,7,2250,40570,270,40741,50,4,40741,0,2197,37,328,45,866,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,258,25,844,954,17327,13,17327,2,442,40741,22,10,51,7,31249,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,40741,5638,4419,2494,3826,49,927,8926,116,40,37192,40741,64,40,299,1399,6,1,0,0,0,0,0,0,0,0,0,0,0,
2,407,3271,36440,3199,407,3271,36440,3199,40741,198,0,482,363,4301,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,335,46,10793,2138,5525,107,316,0,57,10793,26,224,6693,946,3050,218,306,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,205,29,92,10350,0,1025,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,811,44,0,1037,18,40741,6,159,932,811,3,392,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1430,353,246,16020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4406,5829,15279,144,40741,11,14732,8,143,2035,10,4406,5829,554,149,11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,40741,0,3674,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,31771,466,0,40741,52,344,4220,74,167,71,59,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,420,44,0,445,11737,4,59,1557,553,40741,2284,11,4971,40741,2284,893,311,25,501,40741,40741,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2106,0,40741,32022,17,3071,296,25,18453,6,40741,32022,17,40741,88,489,4837,6,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,12814,32349,7656,32347,12814,12812,7656,40741,32349,40741,12815,40741,32350,15120,12815,40741,32349,12812,40741,12814,0,0,0,0,0,0,0,0,0,
1,34,22,40741,2838,0,333,1675,30,165,22,0,5,333,283,30,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,14196,3589,40741,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,5765,2850,0,14,2850,4,5,22,9,2,88,300,1539,1474,22,0,6,108,1,40741,0,0,0,0,0,0,0,0,0,0,
3,883,3,139,1935,340,572,7740,4564,40741,23,466,1081,3,118,515,154,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,32426,3168,17721,3619,40741,5247,34050,68,470,32426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,185,0,1106,42,131,1106,175,15546,518,2535,6707,518,129,1155,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,384,131,46,23,964,378,33,3635,33,651,76,172,30,4376,8583,160,748,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,40741,794,0,307,7,1379,4779,2518,0,307,2,295,0,6,1483,7,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,64,1273,2251,11,8410,68,356,970,176,24,3274,1273,0,40741,183,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,5276,11,975,0,307,14,88,5276,11,975,0,27503,5276,11,975,7858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,240,4996,322,76,0,1669,7,9142,556,76,9142,40741,64,322,0,1669,4,5,397,7,0,0,0,0,0,0,0,0,0,0,
3,40741,0,57,3962,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1127,707,44,4159,92,1111,4159,92,1111,92,6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,285,87,41,33,0,331,2979,29,212,40741,2,33629,72,3,6,1,331,15542,635,139,2,0,0,0,0,0,0,0,0,0,
0,4708,19430,310,232,19881,7,40741,5023,40741,40741,40741,210,40741,14153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,39134,208,39,36,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,14223,90,154,8,7,2894,3094,3104,7400,9293,9,40741,3094,54,16,819,30,292,3508,0,0,0,0,0,0,0,0,0,0,0,
2,37120,4,5,670,0,254,8669,13878,528,2967,5071,49,14071,40741,4418,1553,0,3929,63,0,0,0,0,0,0,0,0,0,0,0,
4,6142,727,0,3067,2121,9,58,8,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,2586,1,331,1873,10167,5314,38,138,2718,398,1,17479,331,2895,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1454,14,25883,3559,11,10642,7,26353,0,66,4226,2167,0,2,40741,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,127,1,997,191,1012,5205,3,41,144,4397,25,1,127,204,997,191,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,496,40741,2700,222,2659,36,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,407,50,18,767,435,4108,10,0,56,7243,40741,4020,403,6639,26,6874,226,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,47,10,13,28338,4,444,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,6639,40741,8338,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,328,7,40741,203,16458,40741,1619,2846,36,1,16,7,1321,12222,0,40741,3174,144,0,0,0,0,0,0,0,0,0,0,0,0,
4,19,74,3,41,940,1194,341,40741,0,110,3,1319,5860,7329,40741,0,940,1194,0,0,0,0,0,0,0,0,0,0,0,0,
2,48,999,40741,143,2154,8847,38738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2478,826,644,1491,7,33732,1877,1,4,2478,11,33732,62,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5572,3490,8015,337,8015,209,39,5,18,38924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,84,977,503,0,1886,27082,41,1194,346,18,40741,2059,58,62,120,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,1962,250,16,2860,0,126,47,476,1,4309,2549,3,54,28,4252,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1317,8,52,165,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,45,1794,1794,138,121,1794,77,16,45,3483,0,516,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,271,7594,712,4,3526,96,6,1,7594,0,712,4,3,101,25,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,0,3886,8469,11,40741,119,34,10,149,16,56,1,3519,45,601,660,119,2904,0,0,0,0,0,0,0,0,0,0,0,
1,40741,40741,9769,1215,236,5400,275,1767,40741,28822,4,10,22,0,139,3825,6,40741,0,0,0,0,0,0,0,0,0,0,0,0,
1,750,6409,14,750,1521,200,2233,3,2,231,6,6872,0,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,42,143,145,91,175,0,968,219,199,25,249,1,446,2277,91,8,11318,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,63,1311,221,39,5624,774,13264,2227,229,1645,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,264,129,1,0,9142,315,80,3077,15561,37834,126,18,88,105,107,31,13090,73,6,0,0,0,0,0,0,0,0,0,0,0,
0,111,40741,4503,1844,40741,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,40741,14,1,2,444,242,0,7042,19,1,0,40741,91,7,1976,298,747,2002,0,0,0,0,0,0,0,0,0,0,0,0,
1,9960,175,3,194,2876,8,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,776,17,39,851,6,4,776,66,22028,276,39,851,12,21,39,851,64,3296,278,98,0,0,0,0,0,0,0,0,0,0,
1,8585,0,40,84,631,54,32,40741,11,25580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,83,40741,7358,225,3362,5,40741,19667,2965,0,11638,3211,40741,21,38,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,9312,29,169,2,44,6378,51,40741,10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,53,473,209,40741,602,0,40741,23,5582,3,1364,40741,37009,3,23,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,26587,269,7,3360,2,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4446,1117,46,3635,33,3,17,56,106,40741,0,4446,40741,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,551,5377,73,551,5377,40741,30,34,792,3,5,489,371,5,187,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,40741,5712,838,82,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,23,109,40741,40741,34716,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,119,4085,132,853,1393,40741,2,5,2181,9084,17132,44,7769,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,459,161,8,1062,1524,830,98,16366,66,4232,5202,5362,8218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,544,30,25,6897,1,0,618,16894,186,106,80,5482,8004,174,884,18530,680,106,157,0,0,0,0,0,0,0,0,0,0,
3,40741,0,40741,0,14,129,40741,0,40741,2412,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,40,299,29,2,2461,1465,51,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1874,14,1,0,156,159,87,3,135,3565,0,8927,166,145,1,40741,471,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2592,6191,15,4,59,37,150,21236,522,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2520,29,0,40741,8,2945,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,40741,53,40741,13234,0,604,2029,11,665,4433,1085,40741,8324,1042,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1885,15712,7036,403,132,10,307,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1005,6667,8,58,10678,124,1525,945,124,220,1,0,2770,65,9878,11850,1525,163,945,945,945,0,0,0,0,0,0,0,0,0,
1,984,215,476,9,55,1,0,177,140,2,33,133,139,33,364,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,40741,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,398,13,61,4,5,99,17,994,6,475,689,3307,30,104,40741,40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,17605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,169,7,581,2023,1573,640,36,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,4667,7349,1354,109,62,2584,160,2,169,0,40741,302,251,380,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,17760,0,40741,28568,12,295,4,78,176,2,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,116,2807,6809,100,107,5390,2113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,161,1164,39,5,566,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,40741,584,17205,8,40741,39,97,1887,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,40741,4329,40741,0,5332,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,34,40,142,1,60,2,5,4307,27,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1963,1756,966,197,11,23032,197,5,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,68,21,6052,73,2616,76,48,932,31329,561,840,497,9,21,0,30,1997,55,0,0,0,0,0,0,0,0,0,0,0,0,
4,27,1301,64,2432,0,403,17486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2540,11860,884,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,183,7,474,4998,571,139,28,3,6813,2128,247,11161,1540,132,4508,16454,1791,28,3,0,0,0,0,0,0,0,0,0,0,0,
3,7818,579,48,3608,5779,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,114,1463,993,1269,724,26884,40741,4,194,40741,102,1358,40741,6774,114,1463,993,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2604,40741,0,17276,40741,1497,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,9446,40741,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,870,1350,40741,2,40741,589,0,40741,2,68,323,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,459,0,909,40409,19,40247,40741,26,2457,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,653,4569,112,230,347,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,6703,0,5357,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,791,10541,1,0,5024,150,25,10541,459,15,38361,11077,40741,10,254,3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,30331,18,1661,6,7,2340,1571,18,2708,6,1,216,12,21,8,26,94,3,237,12,0,0,0,0,0,0,0,0,0,0,
4,677,47,15,2281,3,5,6794,40741,40741,3,41,4058,371,6912,1570,40741,24,1914,0,0,0,0,0,0,0,0,0,0,0,0,
4,8,8843,28858,118,146,375,261,35,8843,28858,91,26,40741,3,40741,2251,209,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,40741,411,632,102,40741,0,409,632,102,5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,114,3356,39,8447,1,114,2751,717,3,741,140,43,117,39,8447,1519,999,40495,0,0,0,0,0,0,0,0,0,0,0,0,
